TEXT_2_WARPOD_SQUADRON,#2 Warpod-Staffel
TEXT_TOOLTIP_VENATOR_REFIT,Häufig verwendete Venator-Klasse-Überholung, die von verschiedenen Gruppen wie kriminellen Organisationen und kleinen Hutt-Clans eingesetzt wird. Die Verfügbarkeit steigt, wenn Klonkriegsüberschüsse an lokale Kräfte und Gruppen verkauft oder aus dem Mottenball geholt werden. Besteht größtenteils aus Waffenmodifikationen, die dazu dienen, andere Großkampfschiffe zu unterstützen und für Piraterieoperationen. Hat Schwierigkeiten, andere Großschiffe allein zu töten.
TEXT_TOOLTIP_VENATOR_REFIT_SHIELD,Schilde: 3200 / [32/R] (Schwerfregatte)
TEXT_TOOLTIP_VENATOR_REFIT_SQUADRON,Jäger: 2 / 7 | Bomber: 1 / 2
TEXT_TOOLTIP_VENATOR_REFIT_WEAP1,4x Schwere Dual-Ionenkanonen: 2 / 5,0s / 7,2km
TEXT_TOOLTIP_VENATOR_REFIT_WEAP2,2x Angriffskonussionsraketen: 2 / 20,0s / 7,2km
TEXT_TOOLTIP_VENATOR_RESEARCH,Ermöglicht den Bau des leistungsstarken Sternenzerstörers der Venator-Klasse.
TEXT_TOOLTIP_VENATOR_SHIELD,Schilde: 3000 / [30/R] (Schwerfregatte)
TEXT_TOOLTIP_VENATOR_SQUADRON,Jäger: 2 / 7 | Bomber: 2 / 7
TEXT_TOOLTIP_VENATOR_WEAP1,4x Schwere Dual-Turbolaser: 2 / 5,0s / 7,2km
TEXT_TOOLTIP_VENATOR_WEAP2,2x Mittlere Dual-Turbolaser: 1 / 5,0s / 6,2km
TEXT_TOOLTIP_VENATOR_WEAP3,2x Mittlere Turbolaser: 2 / 1.67s / 6.2km
TEXT_TOOLTIP_VENATOR_WEAP4,2x Leichte Dual-Laserkanonen: 2 / 0.38s / 3.7km
TEXT_TOOLTIP_VENATOR_WEAP5,2x Protonentorpedos: 2 / 20,0s / 5,2km
TEXT_TOOLTIP_VICTORY_I_FRIGATE,Eine vielseitige, schnelle Fregatte mit vielfältiger Bewaffnung. Es ist das erste Schiff einer Baureihe mit Wurzeln in den Klonkriegen. Es ist gut abgerundet, aber es fehlt die Unterstützung von Jägern und es ist am besten geeignet größere Schiffe zu unterstützen.
TEXT_TOOLTIP_VICTORY_I_FRIGATE_HULL,Rumpf: 1200 (Fregatte)
TEXT_TOOLTIP_VICTORY_I_FRIGATE_MOVE,Geschwindigkeit: 3.0 | Beschleunigung: 0.03 | Drehung: 0.4
TEXT_TOOLTIP_VICTORY_I_FRIGATE_SHIELD,Schilde: 1500 / [26.25/R] (Fregatte)
TEXT_TOOLTIP_VICTORY_I_FRIGATE_WEAP1,2x Leichte Doppel-Turbolaser: 2 / 3.33s / 5.1km
TEXT_TOOLTIP_VICTORY_I_FRIGATE_WEAP2,6x Mittlere Vierfach-Laserkanonen: 2 / 5.0s / 4.1km
TEXT_TOOLTIP_VICTORY_I_FRIGATE_WEAP3,1x Angriffskonzussionsrakete: 2 / 10.0s / 7.1km
TEXT_TOOLTIP_VICTORY1,Ein ehrenwürdiger schwerer Kreuzer, der von der Republik entworfene Sternenzerstörer soll die Venator-Klasse durch Schiffs-zu-Schiffs-Kampf und Systemverteidigung ergänzen. Er verfügt über eine leistungsstarke Batterie von Raketen für Feuerkraft, ist jedoch durch ein archaisches Antriebssystem behindert. Am besten eignet er sich, um feindliche Schiffe mit seiner Raketenladung und seinem großen Waffenarsenal zu bekämpfen.
TEXT_TOOLTIP_VICTORY1_ALT_WEAP1,4x Schwere Doppel-Turbolaser: 2 / 2.0s / 7.2km
TEXT_TOOLTIP_VICTORY1_ALT_WEAP2,2x Leichte Vierlingslaserkanonen: 2 / 1.0s / 3.7km
TEXT_TOOLTIP_VICTORY1_HULL,Rumpf: 3600 (Schwerer Frachter)
TEXT_TOOLTIP_VICTORY1_MOVE,Geschwindigkeit: 2,5 | Beschleunigung: 0,035 | Drehung: 0,375
TEXT_TOOLTIP_VICTORY1_SHIELD,Schilde: 3200 / [32/R] (Schwerer Frachter)
TEXT_TOOLTIP_VICTORY1_SQUADRON,Jäger: 1 / 1
TEXT_TOOLTIP_VICTORY1_WEAP1,2x leichte Quad-Turbolaser: 2 / 4,0s / 5,2km
TEXT_TOOLTIP_VICTORY1_WEAP2,4x leichte Dual-Turbolaser: 2 / 1.11s / 5.2km
TEXT_TOOLTIP_VICTORY1_WEAP3,4x Sturmangriffs-Raketen: 5 / 12,5s / 7,2km
TEXT_TOOLTIP_VICTORY2,Eine ergänzende Version des Victory, die ihre Rolle als Raketenkreuzer zugunsten einer allgemeineren Bewaffnung aufgibt. Es wurde aus dem Victory-I spät in den Klonkriegen entwickelt und war nicht so beliebt wie er oder der Venator, wurde aber unter dem Galaktischen Imperium häufiger eingesetzt. Es ist aufgrund eines überholten Antriebssystems deutlich schneller und wurde in Bezug auf seine funktionale Rolle wie ein Mini-ISZ konzipiert.
TEXT_TOOLTIP_VICTORY2_HULL,Rumpf: 3792 (Schwerer Frachter)
TEXT_TOOLTIP_VICTORY2_MOVE,Geschwindigkeit: 3,5 | Beschleunigung: 0,05 | Drehung: 0,45
TEXT_TOOLTIP_VICTORY2_SHIELD,Schilde: 3200 / [40/R] (Schwerer Frachter)
TEXT_TOOLTIP_VICTORY2_SQUADRON,Jäger: 1 / 1
TEXT_TOOLTIP_VICTORY2_WEAP1,4x schwere Turbolaser: 2 / 2,0s / 7,2km
TEXT_TOOLTIP_VICTORY2_WEAP2,4x mittlere Dual-Turbolaser: 2 / 2,0s / 6,2km
TEXT_TOOLTIP_VICTORY2_WEAP3,2x schwere Ionenkanonen: 2 / 2,0s / 7,2km
TEXT_TOOLTIP_WLO5_TANK,Der Ubrikkian WLO-5 Speeder-Panzer war eine beliebte Wahl für Piraten und andere Fraktionen im Outer Rim aufgrund ihres günstigen Preises und ihrer hohen Mobilität, die der Fahrer nutzen konnte, um einigen Angriffen auszuweichen, obwohl sie im Vergleich zu den Panzern der großen Mächte an Feuerkraft mangelten. Das Design war auch dafür bekannt, extrem einfach zu modifizieren und zu reparieren, was seine Beliebtheit in den weniger wohlhabenden Gebieten der Galaxie weiter erhöhte.
TEXT_TOOLTIP_WLO5_TANK_COMPANY,Kompanie: 3x - WLO-5 Speeder-Panzer
TEXT_TOOLTIP_WLO5_TANK_HEALTH,Gesundheit: 300 (Mittleres Fahrzeug)
TEXT_TOOLTIP_WLO5_TANK_MOVE,Geschwindigkeit: 1.5 | Drehung: 2.0
TEXT_TOOLTIP_WLO5_TANK_WEAP1,1x Schwerer AP-Blasterkanone: 1 / 2.0s / 400m
TEXT_TOOLTIP_WLO5_TANK_WEAP2,1x AI-Blasterkanone: 2 / 0.5s / 240m
TEXT_TOOLTIP_X34_TECHNICAL,Technisches improvisiertes Kampffahrzeug, bestehend aus einem gängigen zivilen Speeder mit einem montierten leichten Wiederholungsblaster. Nicht sehr gut für den Frontkampf geeignet, aber kann leichtere Fahrzeuge und Infanterie mit Zahlen überwältigen.
TEXT_TOOLTIP_X34_TECHNICAL_COMPANY,Kompanie: 12x - X-34 Landspeeder-Techniker
TEXT_TOOLTIP_X34_TECHNICAL_HEALTH,Gesundheit: 35 (Speeder)
TEXT_TOOLTIP_X34_TECHNICAL_MOVE,Geschwindigkeit: 2,75 | Drehung: 4,0
TEXT_TOOLTIP_X34_TECHNICAL_WEAP1,1x Leichte AI-Blasterkanone: 3 / 1.0s / 240m
TEXT_TOOLTIP_XQ5,Leicht bewaffnete Station, aber bietet minimale defensive Kraft gegen einen engagierten Angriff.
TEXT_TOOLTIP_XQ5_HULL,Rumpf: 2520 (Schwere Fregatte)
TEXT_TOOLTIP_XQ5_SHIELD,Schilde: 3000 / [22.5/R] (Großkampfschiff)
TEXT_TOOLTIP_XQ5_WEAP1,3x Mittlere Doppel-Turbo-Laser: 2 / 5.0s / 7.2km
TEXT_TOOLTIP_XQ5_WEAP2,3x Mittlere Doppel-Laser-Kanonen: 2 / 2.5s / 5.2km
TEXT_TOOLTIP_Y_WING, Eine mittelschwere Bomber-Konstruktion mit einer Designgeschichte, die während der Klonkriege begann. Das aktuelle S3-Modell wurde entwickelt, um die B- und S1-Modelle zu verbessern, die im Krieg dienten und auch in der Neuen Republik eingesetzt wurden. Es eignet sich am besten, um größere feindliche Schiffe mit Ionenkanonen und Munition anzugreifen.
TEXT_TOOLTIP_Z95_BOMBER,Z-95 Headhunter haben viele Untermodelle, die in der gesamten Galaxis für eine Vielzahl von Kampfaufgaben eingesetzt werden. Varianten, die für die Schiffsabwehr und die Bodenunterstützung optimiert sind, werden häufig von Einsatzgruppen mit geringerer Priorität und lokalen Streitkräften eingesetzt, wobei sie auf Kosten der Flugleistung mit zusätzlichen Munitionsträgern und Halterungen ausgestattet sind.
TEXT_TOOLTIP_Z95_HEADHUNTER, Ein extrem häufiger und veralteter Jäger, der in der ganzen Galaxie in bedeutendem Einsatz ist. Die aktuelle Serie basiert auf dem Mark 2, der den älteren atmosphärischen Abfangjäger Mark 1 als Hohlraumfahrzeug ersetzte. Dieses Modell ist mit den Standard-Laserkanonen und Raketen bewaffnet.
TEXT_UNIT_2_WARPOD,#2 Warpod
TEXT_UNIT_A5RX,A5-RX Kampfpanzer
TEXT_UNIT_A5RX_COMPANY,A5-RX Kampfpanzer-Kompanie
TEXT_UNIT_AAT,Panzerungstransporttank-1
TEXT_UNIT_AAT_COMPANY,AAT-1 Kompanie
TEXT_UNIT_ACCLAMATOR_I,Acclamator I (Trägerausstattung)
TEXT_UNIT_ACCLAMATOR_II,Acclamator II
TEXT_UNIT_ACCLAMATOR_LEVELER,Acclamator I (Angriffsausstattung)
TEXT_UNIT_ACTION_VI_SUPPORT,Action VI Tender
TEXT_UNIT_AGGRESSOR_ASSAULT_FIGHTER,Aggressor-Angriffsjäger.
TEXT_UNIT_ARC170,ARC-170
TEXT_UNIT_ARQUITENS,Arquitens Leichter Kreuzer
TEXT_UNIT_ARROW23,Arrow-23 Landspeeder
TEXT_UNIT_ARROW23_COMPANY,Arrow-23 Landspeeder Kompanie
TEXT_UNIT_AT_DP_COMPANY,AT-DP Läufer-Kompanie
TEXT_UNIT_AT_DP_WALKER,AT-DP Läufer
TEXT_UNIT_AT_PT_WALKER,AT-PT Läufer
TEXT_UNIT_AT_RT_WALKER,AT-RT Läufer
TEXT_UNIT_AT_RT_WALKER_COMPANY,AT-RT Läufer-Kompanie
TEXT_UNIT_AT_TE_WALKER,AT-TE Läufer
TEXT_UNIT_AT_TE_WALKER_COMMAND,Command AT-TE Läufer
TEXT_UNIT_ATL_INTERCEPTOR,ATL-Abfangjäger
TEXT_UNIT_B2_BATTLE_DROID,B2-Superkampfdroide
TEXT_UNIT_B2_BATTLE_DROID_COMPANY,B2-Superkampfdroiden-Platoon
TEXT_UNIT_B2_BATTLE_DROID_SQUAD,B2-Superkampfdroiden-Trupp
TEXT_UNIT_B2_HAT_BATTLE_DROID,B2-HA-Superkampfdroide
TEXT_UNIT_B2_LRB_BATTLE_DROID,B2-Schwerer Superkampfdroide
TEXT_UNIT_BARABBULA_FRIGATE,Barabbula-Fregatte
TEXT_UNIT_BARC_SPEEDER,Biker Advanced Reconnaissance Commando-Speeder
TEXT_UNIT_BARC_SQUAD,BARC-Speeder-Scout-Company
TEXT_UNIT_BARLOZ,Barloz-Klasse Frachter
TEXT_UNIT_BATTLE_DROID,B1-Kampfdroide
TEXT_UNIT_BATTLE_DROID_PLATOON,B1-Kampfdroiden-Platoon
TEXT_UNIT_BATTLE_DROID_SQUAD,B1-Kampfdroiden-Trupp
TEXT_UNIT_BTLB_Y_WING,BTL-B Y-Flügler
TEXT_UNIT_BTLS1_Y_WING,TRANSLATE:BTL-S1 Y-wing
TEXT_UNIT_BULWARK_I,Bulwark-I-Kreuzer
TEXT_UNIT_BULWARK_II,Bulwark-II-Kreuzer
TEXT_UNIT_CA_ARTILLERY,Corporate Alliance Artillerie
TEXT_UNIT_CALAMARI_CRUISER_LINER,Freiheitstransportkreuzer
TEXT_UNIT_CAPTOR,Captor Schwerer Munitions-Träger
TEXT_UNIT_CARRACK,Carrack-Kreuzer
TEXT_UNIT_CITADEL_CRUISER,ILH-KK Zitadellen-Klasse Zivilkreuzer
TEXT_UNIT_CLASS_I_DROID,Class I Verteidigungsdroide
TEXT_UNIT_CLOAKSHAPE,Cloakshape-Jäger
TEXT_UNIT_CLOUDCAR,Storm-Cloud-Wagen
TEXT_UNIT_CLOUDCAR_COMPANY,Storm-Cloud-Wagen-Staffel
TEXT_UNIT_CORELLIAN_CORVETTE,Corellianische Korvette
TEXT_UNIT_CORELLIAN_GUNBOAT,Corellianisches Kanonenboot
TEXT_UNIT_CUSTOMS_CORVETTE,Leichte Zollkorvette
TEXT_UNIT_DESTROYER_DROID,Droideka Mk II
TEXT_UNIT_DESTROYER_DROID_COMPANY,Droideka Mk II Kompanie
TEXT_UNIT_DESTROYER_DROIDMK1,Droideka
TEXT_UNIT_DESTROYER_DROIDMK1_COMPANY,Droideka-Kompanie
TEXT_UNIT_DREADNAUGHT,Dreadnaught Schwerer Kreuzer
TEXT_UNIT_DREADNAUGHT_CARRIER,Dreadnaught Schwerer Träger
TEXT_UNIT_DREADNAUGHT_LASERS,PDF Dreadnaught Schwerer Kreuzer
TEXT_UNIT_DWARF_SPIDER_DROID,Zwergspinnendroide
TEXT_UNIT_ELITE_MERCENARY_AT_LIGHT,Elite-Mörserei Leicht AT
TEXT_UNIT_ELITE_MERCENARY_GUNNER_HEAVY,Elite-Mörserei Schwerer Schütze
TEXT_UNIT_ELITE_MERCENARY_HEAVY_SQUAD,Elite-Mörserei Schwere Einheit
TEXT_UNIT_ELITE_MERCENARY_LEADER,Elite-Mörserei Anführer
TEXT_UNIT_ELITE_MERCENARY_PLATOON,Elite-Mörserei Zug
TEXT_UNIT_ELITE_MERCENARY_SCOUT_SQUAD,Elite-Mörserei Spähertrupp
TEXT_UNIT_ELITE_MERCENARY_SNIPER,Elite-Mörserei Scharfschütze
TEXT_UNIT_ESPO_WALKER_EARLY,M-91 Militärwalker
TEXT_UNIT_ESPO_WALKER_EARLY_COMPANY,M-91 Militärwalker-Kompanie
TEXT_UNIT_FIRESPRAY,Firespray-31 Patrouillenboot
TEXT_UNIT_FLASHBLIND,Flashblind Luftgleiter
TEXT_UNIT_FLASHBLIND_COMPANY,Flashblind Luftgleiter-Staffel
TEXT_UNIT_GABA18,Gaba-18 Luftgleiter
TEXT_UNIT_GABA18_COMPANY,Gaba-18 Luftgleiter-Staffel
TEXT_UNIT_GALLEON,Galleonen-Klasse Fregatte
TEXT_UNIT_GLADIATOR,Gladiator-I Sternenzerstörer
TEXT_UNIT_GOZANTI_CRUISER,Gozanti-Kreuzer
TEXT_UNIT_GRUMBY,Jona Grumby
TEXT_UNIT_H_WING,H-Flügler
TEXT_UNIT_HAILFIRE,Hailfire-Droidenpanzer
TEXT_UNIT_HAILFIRE_COMPANY,Hailfire-Droidenpanzer-Kompanie
TEXT_UNIT_HAILFIRE_RIOT_CONTROL,Hailfire-Droid zur Kontrolle von Aufständen
TEXT_UNIT_HAILFIRE_RIOT_CONTROL_COMPANY,Hailfire-Droid zur Kontrolle von Aufständen-Kompanie
TEXT_UNIT_HEAVYSCAV_GRENADIER,Schwerer Schrottsammler-Grenadier
TEXT_UNIT_HEAVYSCAV_GUNNER_HEAVY,Schwerer Schrottsammler Schwerer Schütze
TEXT_UNIT_HEAVYSCAV_LEADER,Sergeant der schweren Schrottsammler
TEXT_UNIT_HEAVYSCAV_PLATOON,Schwerer Schrottsammler-Zug
TEXT_UNIT_HEAVYSCAV_SQUAD,Schweres Schrottsammler-Team
TEXT_UNIT_HOUNDSTOOTH,Hunds Zahn
TEXT_UNIT_I_BEAM,TRANSLATE:I-BEAM Star Fighter
TEXT_UNIT_IFTX,TX-130 Säbelpanzer
TEXT_UNIT_IFTX_COMPANY,TX-130 Säbelpanzer Kompanie
TEXT_UNIT_IMPERIAL_I_FRIGATE,Imperial-I Fregatte
TEXT_UNIT_INTERCEPTOR4_FRIGATE,Abfangjäger-Fregatte
TEXT_UNIT_INVINCIBLE,Invincible-Klasse Dreadnought
TEXT_UNIT_IPV1_SYSTEM,IPV-1-Patrouillenboot
TEXT_UNIT_JUGGERNAUT_A4,A4-Juggernaut
TEXT_UNIT_JUGGERNAUT_A5,A5-Juggernaut
TEXT_UNIT_JUGGERNAUT_A6,A6-Juggernaut
TEXT_UNIT_JUVARD_FRIGATE,Juvard-Fregatte
TEXT_UNIT_JX30,JX30-Gefangenentransporter
TEXT_UNIT_JX30_COMPANY,JX30-Gefangenentransporter-Kompanie
TEXT_UNIT_KALOTH_BATTLECRUISER,Kaloth Schlachtkreuzer
TEXT_UNIT_KAPPA_SHUTTLE,Kappa-Klasse Shuttle
TEXT_UNIT_KOMRK_GUNSHIP,Kom'rk-Klasse Jäger
TEXT_UNIT_KOMRK_GUNSHIP_SQUADRON,Kom'rk-Klasse Jäger-Geschwader
TEXT_UNIT_KOMRK_TRANSPORT,Kom'rk-Klasse Transporter
TEXT_UNIT_KOSSAK_FRIGATE,Kossak-Klasse Fregatte
TEXT_UNIT_LAAT,Transporter der niedrigen Höhe mit Infanterie-Unterstützung
TEXT_UNIT_LAAT_COMPANY,LAAT/i Kanonenboot
TEXT_UNIT_LIGHT_MERCENARY,Leichter Söldner
TEXT_UNIT_LIGHT_MERCENARY_AT_LIGHT,Leichter Söldner Light AT
TEXT_UNIT_LIGHT_MERCENARY_GRENADE,Leichter Söldner Granatwerfer
TEXT_UNIT_LIGHT_MERCENARY_OFFICER,Leichter Söldner Offizier
TEXT_UNIT_LIGHT_MERCENARY_PLATOON,Leichter Söldner Platoon
TEXT_UNIT_LIGHT_MERCENARY_SQUAD,Leichter Söldner Squad
TEXT_UNIT_LUCREHULK,Lucrehulk Kampfträger
TEXT_UNIT_LUCREHULK_CORE_DESTROYER,Lucrehulk-Kernzerstörer
TEXT_UNIT_MAL,TRANSLATE:M.A.L.
TEXT_UNIT_MAL_COMPANY,TRANSLATE:M.A.L. Company
TEXT_UNIT_MANDALORIAN_COMMANDO,Mandalorian Kommando
TEXT_UNIT_MANDALORIAN_COMMANDO_CAPTAIN,Mandalorian Kommando Hauptmann
TEXT_UNIT_MANDALORIAN_COMMANDO_PLATOON,Mandalorian Kommando Zug
TEXT_UNIT_MANDALORIAN_COMMANDO_SQUAD,Mandalorian Kommando Gruppe
TEXT_UNIT_MANDALORIAN_SOLDIER,Mandalorian Soldat
TEXT_UNIT_MANDALORIAN_SOLDIER_CAPTAIN,Mandalorian Soldatenkapitän
TEXT_UNIT_MANDALORIAN_SOLDIER_GRENADIER,Mandalorian Soldat mit Granatwerfer
TEXT_UNIT_MANDALORIAN_SOLDIER_PLATOON,Mandalorian Soldatenzug
TEXT_UNIT_MANDALORIAN_SOLDIER_SQUAD,Mandalorian Soldatengruppe
TEXT_UNIT_MANDATOR2,Mandator-II-Klasse Sternenzerstörer
TEXT_UNIT_MANKVIM,Mankvim-814 Leichter Abfangjäger
TEXT_UNIT_MANKVIM_HALF,Mankvim-814 Leichter Abfangjäger 1/2
TEXT_UNIT_MANKVIM2,Mankvim-814 Leichter Abfangjäger x2
TEXT_UNIT_MARAUDER_CRUISER,Marauder-Kreuzer
TEXT_UNIT_MARAUDER_MISSILE_CRUISER,TRANSLATE:Marauder Missile Cruiser
TEXT_UNIT_MC80_HOT_LINER,Home One Entdeckungskreuzer
TEXT_UNIT_MERCENARY,Söldner
TEXT_UNIT_MERCENARY_AT_LIGHT,Söldner mit leichtem Anti-Panzer Geschütz
TEXT_UNIT_MERCENARY_GRENADE,Söldner mit Granatwerfer
TEXT_UNIT_MERCENARY_GUNNER_LIGHT,Söldner leichter Geschützschütze
TEXT_UNIT_MERCENARY_LEADER,Söldnerführer
TEXT_UNIT_MERCENARY_PLATOON,Söldnerzug
TEXT_UNIT_MERCENARY_SQUAD,Söldnergruppe
TEXT_UNIT_MILITARYSOLDIER,Lokaler Militärgewehr-Schütze
TEXT_UNIT_MILITARYSOLDIER_AT_HEAVY,Schwerer lokaler Militär-AT-Schütze
TEXT_UNIT_MILITARYSOLDIER_GRENADIER,Lokaler Militär-Grenadier
TEXT_UNIT_MILITARYSOLDIER_GUNNER_LIGHT,Lokaler Militär-Leichtgeschütz-Schütze
TEXT_UNIT_MILITARYSOLDIER_LIEUTENANT,Lokaler Militär-Leutnant
TEXT_UNIT_MILITARYSOLDIER_PLATOON,Lokale Militär-Platoon
TEXT_UNIT_MILITARYSOLDIER_SQUAD,Lokales Militär-Squad
TEXT_UNIT_MINSTREL_YACHT_HEAVY,Schwerer Minstrel Raumjacht
TEXT_UNIT_MORNINGSTAR_A,MorningStar-A Sternenjäger
TEXT_UNIT_MORNINGSTAR_B,MorningStar-B Sternenjäger
TEXT_UNIT_MORNINGSTAR_C,MorningStar-C Sternenjäger
TEXT_UNIT_MUNIFICENT,Munificent Star Frigate
TEXT_UNIT_MZ8,MZ-8 Puls-Kanonenpanzer
TEXT_UNIT_MZ8_COMPANY,MZ-8 Puls-Kanonenpanzer-Kompanie
TEXT_UNIT_N1,N-1 Sternenjäger
TEXT_UNIT_NEUTRONSTAR,Neutronenstern Bulk-Kreuzer
TEXT_UNIT_NU_SHUTTLE,Angriffs-Shuttle der Nu-Klasse
TEXT_UNIT_OOM_DROID,OOM-Kommando-Droide
TEXT_UNIT_OVERRACER_BIKE,Overracer-Speeder-Bike-Scout
TEXT_UNIT_OVERRACER_BIKE_SQUAD,Overracer-Speeder-Scout-Kompanie
TEXT_UNIT_PDF_SOLDIER,Verteidigungsstreitkraft Soldat
TEXT_UNIT_PDF_SOLDIER_ASSAULT_SQUAD,Verteidigungsstreitkraft Soldat Anti-Personal-Trupp
TEXT_UNIT_PDF_SOLDIER_AT_LIGHT,Verteidigungsstreitkraft Soldat Leichter AT
TEXT_UNIT_PDF_SOLDIER_GRENADE,Verteidigungsstreitkraft Soldat Granatwerfer
TEXT_UNIT_PDF_SOLDIER_GUNNER_LIGHT,Verteidigungsstreitkraft Soldat Leichter MG-Schütze
TEXT_UNIT_PDF_SOLDIER_HEAVY_SQUAD,Verteidigungsstreitkraft Soldat Anti-Fahrzeug-Trupp
TEXT_UNIT_PDF_SOLDIER_PLATOON,Verteidigungsstreitkraft Soldaten-Platoon
TEXT_UNIT_PDF_TACTICAL_UNIT,TRANSLATE:Defense Force Tactical Unit
TEXT_UNIT_PDF_TACTICAL_UNIT_AT_ION,TRANSLATE:Defense Force Tactical Unit Ion Trooper
TEXT_UNIT_PDF_TACTICAL_UNIT_GRENADE,TRANSLATE:Defense Force Tactical Unit Grenadier
TEXT_UNIT_PDF_TACTICAL_UNIT_OFFICER,TRANSLATE:Defense Force Tactical Unit Officer
TEXT_UNIT_PDF_TACTICAL_UNIT_PLATOON,TRANSLATE:Defense Force Tactical Unit Platoon
TEXT_UNIT_PDF_TACTICAL_UNIT_SQUAD,TRANSLATE:Defense Force Tactical Unit Squad
TEXT_UNIT_PELTAASSAULT,Pelta-Klasse Fregatte
TEXT_UNIT_PELTASUPPORT,Pelta-Klasse Unterstützungsschiff
TEXT_UNIT_PERSUADER,Persuader-Droiden-Vollstrecker
TEXT_UNIT_PERSUADER_COMMAND,Persuader-Kommando-Droiden-Vollstrecker
TEXT_UNIT_PERSUADER_COMPANY,Persuader-Droiden-Vollstrecker-Kompanie
TEXT_UNIT_PERSUADER_RIOT_CONTROL,Persuader-Riot-Control-Droiden
TEXT_UNIT_PERSUADER_RIOT_CONTROL_COMPANY,Persuader-Riot-Control-Droiden-Kompanie
TEXT_UNIT_PIRATE_SKIFF,Bantha-II-Skiff
TEXT_UNIT_PIRATE_SKIFF_COMPANY,Bantha-II-Skiff-Kompanie
TEXT_UNIT_POD_WALKER,AT-AP-Läufer
TEXT_UNIT_POLICE_RESPONDER,Polizei-Vollstrecker Karabiner
TEXT_UNIT_POLICE_RESPONDER_ASSAULT_SQUAD,Polizei-Vollstrecker Karabiner-Trupp
TEXT_UNIT_POLICE_RESPONDER_GRENADIER,Polizei-Vollstrecker Karabiner-Grenadier
TEXT_UNIT_POLICE_RESPONDER_HEAVY_SQUAD,Polizei-Vollstrecker Schwere Truppe
TEXT_UNIT_POLICE_RESPONDER_PLATOON,Polizei-Vollstrecker Platoon
TEXT_UNIT_POLICE_RESPONDER_SONIC,Polizei-Vollstrecker
TEXT_UNIT_POLICE_RESPONDER_SONIC_GRENADIER,Polizei-Vollstrecker Grenadier
TEXT_UNIT_PROTOCOL_LEGIONNAIRE,Protokoll-Legionär
TEXT_UNIT_PROTOCOL_LEGIONNAIRE_OFFICER,Protokoll-Legionär-Offizier
TEXT_UNIT_PROTOCOL_LEGIONNAIRE_PLATOON,Protokoll-Legionär-Platoon
TEXT_UNIT_PROTOCOL_LEGIONNAIRE_SQUAD,Protokoll-Legionär-Trupp
TEXT_UNIT_PROVIDENCE,Providence-Klasse Träger / Zerstörer
TEXT_UNIT_PURSUER,Verfolger-Einsatzschiff
TEXT_UNIT_PURSUER_SQUADRON,Verfolger-Einsatzschiff-Geschwader
TEXT_UNIT_R22_SPEARHEAD,R-22 Spearhead
TEXT_UNIT_RECUSANT,Recusant-Klasse Leichter Zerstörer
TEXT_UNIT_SCAV,Scavenger
TEXT_UNIT_SCAV_AT_HEAVY,Scavenger Schwerer AT
TEXT_UNIT_SCAV_GRENADIER,Scavenger Granatwerfer
TEXT_UNIT_SCAV_LEADER,Scavenger-Anführer
TEXT_UNIT_SCAV_PLATOON,Scavenger Platoon
TEXT_UNIT_SCAV_SQUAD,Scavenger-Trupp
TEXT_UNIT_SCOUT_TROOPER,74-Z-Geschwindigkeitsbikescout
TEXT_UNIT_SD_6_HULK_INFANTRY_DROID,SD-6 Hulk Infanterie-Droide
TEXT_UNIT_SD_6_HULK_INFANTRY_DROID_SQUAD,SD-6 Hulk Infanterie-Droiden Kompanie
TEXT_UNIT_SECURITYTROOPER,Unternehmenssicherheitstruppe
TEXT_UNIT_SECURITYTROOPER_CAPTAIN,Unternehmenssicherheitstruppe Kapitän
TEXT_UNIT_SECURITYTROOPER_ENGINEER,Unternehmenssicherheitstruppe Ingenieur
TEXT_UNIT_SECURITYTROOPER_PLATOON,Unternehmenssicherheitstruppe Zug
TEXT_UNIT_SECURITYTROOPER_SQUAD,Unternehmenssicherheitstruppe Trupp
TEXT_UNIT_SECUTOR,Secutor-Klasse Sternenzerstörer
TEXT_UNIT_SHEATHIPEDE,Transportfähre der Sheathipede-Klasse
TEXT_UNIT_SHEATHIPEDE_BTYPE,Sheathipede-Klasse Typ B Shuttle
TEXT_UNIT_SKIPRAY,Skipray Blastboat GAT-12h
TEXT_UNIT_SKIPRAY_SQUADRON,Skipray Blastboat GAT-12h Geschwader
TEXT_UNIT_SKIPRAY_SQUADRON_HALF,Skipray Blastboat Geschwader GAT-12h 1/2
TEXT_UNIT_SKIPRAY_SQUADRON2,Skipray Blastboat GAT-12h Geschwader x2
TEXT_UNIT_SKIPRAYG,Skipray Blastboat GAT-12g
TEXT_UNIT_SKIPRAYG_SQUADRON,Skipray Blastboat Geschwader GAT-12g
TEXT_UNIT_SKIPRAYG_SQUADRON_HALF,Skipray Blastboat Geschwader GAT-12g 1/2
TEXT_UNIT_SKIPRAYG_SQUADRON2,Skipray Blastboat GAT-12g Geschwader x2
TEXT_UNIT_SKIPRAYJ,Skipray Blastboat GAT-12j
TEXT_UNIT_SKIPRAYJ_SQUADRON,Skipray Blastboat Geschwader GAT-12j
TEXT_UNIT_SKIPRAYJ_SQUADRON_HALF,Skipray Blastboat Geschwader GAT-12j 1/2
TEXT_UNIT_SKIPRAYJ_SQUADRON2,Skipray Blastboat GAT-12j Geschwader x2
TEXT_UNIT_SKYHOPPER,T-16M Skyhopper
