BOARDING_KATANA,Boarding hat begonnen...
TEXT_UNIT_FLUFF_IR_AAQ,Die Star-Galeonen waren kleiner, aber zahlreicher als das MTC und waren als selbstbegleitendes Frachtschiff konzipiert. Im imperialen Dienst transportierten sie kontinuierlich Nachschub zu Stützpunkten und Flotten, um sie so vollständig wie möglich mit Ausrüstung auszustatten. In Gebieten mit hoher Bedrohung würde die Bewaffnung der Star-Galeone möglicherweise nicht ausreichen, um einem vollständigen Angriff standzuhalten. Daher würden zusätzliche Eskorten bereitgestellt, um die Star-Galeone durch die gefährlichen Gebiete zu bringen und dorthin zu bringen, wo sie benötigt wurden. Die Nebulon-B-Fregatten würden häufig solche Eskortaufgaben übernehmen, die das ursprüngliche Designziel der Klasse erfüllten.
TEXT_UNIT_FLUFF_IR_AAR,Der TIE Defender war einer der fähigsten imperialen Jäger, der in begrenzter Stückzahl produziert wurde. Daher wurde er nur den besten Piloten des Imperiums gegeben, die das Flugzeug am besten nutzen konnten. Er war in der Lage, gegen Jäger oder große Kriegsschiffe anzutreten und konnte von anderen Flugzeugen wie dem Missile Boat begleitet werden, wenn Kommandeure einen Sinn für Ironie hatten oder sich der Herkunft des Flugzeugs nicht bewusst waren, was eine viel größere Kapazität bot, um große Großkampfschiffe mit seinen umfangreichen Raketenpods zu beschädigen.
TEXT_UNIT_FLUFF_IR_AAS,Der Tector und der Imperial Star Destroyer wurden parallel entwickelt und waren für unterschiedliche Nischen vorgesehen. Der Tector besitzt eine weit größere Auswahl an Turbolaser mit einigen Raketenrohren zur Unterstützung sowie eine höhere Panzerung und Schildabwehr. Der ISD ist für vielseitige Aufgaben vorgesehen und verfügt über ein großes Hangardeck, Anti-Jäger-Laser und Ionenwaffen sowie eine gute Menge an Turbolaser. Wenn beide Schiffe zusammenarbeiten, können sie die Lücken in den Designs des anderen abdecken, um die meisten Flotten und Task Forces zu dominieren.
TEXT_UNIT_FLUFF_IR_AAT,Imperial Star Destroyer IIs waren das Rückgrat der imperialen Marine und waren jahrzehntelang von keinem Großkampfschiffschiff in ihrer Größenordnung übertroffen worden. Wo auch immer im Imperium Probleme auftauchten, war es fast immer ein ISD II, der schnell reagierte und oft in der Lage war, die Bedrohung ohne Unterstützung zu lösen. Als die Rebellion wuchs und zur Neuen Republik wurde, wuchs auch ihre Bedrohung durch Sternjäger, was eine imperialistische Reaktion erzwang und Schiffe zum Eskortieren des ISD abgestellt wurden. Procursator Star Destroyer kombinierten eine starke Anti-Jäger-Fähigkeit mit respektablen Anti-Schiff-Waffen.
TEXT_UNIT_FLUFF_IR_AAU,Die Allegiance repräsentiert eine massive Konzentration von Feuerkraft auf einem einzelnen Schiff, das nicht viel größer ist als die normalen Großkampfschiffe. Da die Allegiance jedoch so stark auf Anti-Schiff-Feuerkraft ausgerichtet ist, fehlt es ihr an jeglicher Begleitung von Jägern und Schutz gegen Jäger. Deshalb werden Procursator Sternenzerstörer und Vindicator Kreuzer routinemäßig eingesetzt, um den Schlachtkreuzer aufgrund ihrer Fähigkeit, Jäger und kleine Schiffe zu zerstören, zu schützen.
TEXT_UNIT_FLUFF_IR_AAV,Das Haus Tagge war ein Adelshaus, das eng mit Palpatines Neue Ordnung verbunden war. Obwohl Palpatines Tod das Imperium erschütterte, pflegte das Imperiumsrest gute Beziehungen zu diesem Adelshaus und konnte auf seine privaten Militärstreitkräfte zugreifen, wenn ihre Interessen übereinstimmten. Trotz ihrer Größe und Stärke hatten die Tagge-Schlachtkreuzer weniger Fokus auf reine Anti-Schiff-Feuerkraft und brachten eine größere Hangarkapazität in Gefechte ein, um die viel höhere Feuerkraft des Praetor II zu unterstützen.
TEXT_UNIT_FLUFF_IR_AAW,Eine häufige imperialische Formation, Carracks nutzen ihre Ferngeschütze, um die Feindeinheiten auszudünnen, bevor die Hauptkampflinien in den Kampf eingreifen. Eine Staffel Skiprays hält sich in der Nähe des Packs aus Carracks auf, um aufgrund der Tatsache, dass imperialische Carracks oft Laser gegen Ionenkanonen eintauschen, Schutz gegen Jäger zu bieten.
TEXT_UNIT_FLUFF_NR_AAA,Eine kleine Gruppe von republikanischen Jägern auf einer lokalen Patrouille, die auf den wachsenden Kampf reagiert. Obwohl der X-Wing zum führenden Jäger der Neuen Republik geworden war, gab es nie genug von ihnen, um alle Anforderungen des Krieges zu erfüllen. Der Vorfahr des X-Wings, der Z95, blieb ein beliebtes Jagdflugzeug im Dienst der Republik, um Zahlen für Patrouillen und Garnisonen mit niedriger Priorität aufzustocken.
TEXT_UNIT_FLUFF_NR_AAB,Eine Gruppe von Jägern aus Gruppen, die der Neuen Republik verbunden sind. Die Neue Republik erwartete von ihren Mitgliedswelten, dass sie ihre eigenen planetaren Verteidigungskräfte unterhalten, die ihren eigenen lokalen Raum patrouillieren und geringfügige Angriffe abwehren oder zumindest verzögern konnten. Diese lokalen Kräfte verwendeten oft ältere oder obskurere Ausrüstung als die Hauptflotten der Neuen Republik.
TEXT_UNIT_FLUFF_NR_AAC,Eine unabhängige Einheit von Jägern und Bombern der Neuen Republik. Die Lehre aus der Rebellenära, lange Strecken von Kampfschiffen zu nutzen, um schnell auf Krisen oder Angriffe reagieren zu können und flüchtige Ziele zu bekämpfen, wurde in den frühen Ären der Neuen Republik beibehalten. Einheiten der A-Flügel würden Feinde bekämpfen und zerstören, um die Y-Flügel frei zu lassen, ihre Ladung auf das gewünschte Ziel abzuliefern.
TEXT_UNIT_FLUFF_NR_AAD,Kleine Einsatzgruppen von Korvetten und Fregatten führten eine ständige Patrouille durch den Raum der Neuen Republik, um jede Piraten- oder imperialistische Eindringung in republikanisches Gebiet zu erkennen. Diese kleinen Kräfte sollten in der Lage sein, kleine Bedrohungen zu bekämpfen und zu zerstören oder lange genug zu überleben, um entweder vor einer größeren Bedrohung zu fliehen oder Verstärkung herbeizurufen. Manchmal wurden diese kleinen Gruppen sogar ausgeschickt, um schwache imperiale Außenposten oder exponierte Kräfte anzugreifen.
TEXT_UNIT_FLUFF_NR_AAE,Eine Patrouillengruppe, die häufig im Mittleren und Äußeren Rand anzutreffen war. Diese Gruppen patrouillierten in Sektoren nach Bedrohungen und konnten mit größeren, besser organisierten Feinden und Piratenkräften umgehen. Oft würden diese Kräfte bei Bedarf andere Einsatzgruppen verstärken.
TEXT_UNIT_FLUFF_NR_AAF,Ein Quasar war eine gute, billige und kleine Trägeroption für die Neue Republik, die es ihr ermöglichte, einen Geschwader Jäger in einem Bereich des Raums zu stationieren, von dem aus sie je nach Bedarf auslaufen konnten. CR90s würden einen ständigen Eskortenperimeter um den Träger aufrechterhalten, um seine Sicherheit zu gewährleisten, während seine Jäger auf Missionen waren.
TEXT_UNIT_FLUFF_NR_AAG,Obwohl von allen Planeten unter der Neuen Republik erwartet wurde, dass sie ihre Planetare Verteidigungsflotte hatten, waren nicht alle reich genug, um moderne Ausrüstung zu erwerben oder zu unterhalten. Diese Planeten mussten sich oft mit Wrackteilen behelfen oder Schiffe verwenden, die aus Kämpfen geborgen oder von der Befreiung des Planeten aus dem Imperium erbeutet worden waren.
TEXT_UNIT_FLUFF_NR_AAH,In Gebieten, in denen die NR Bedrohungen für ihre Welten erwartete, jedoch keine größeren Einfälle erwartet wurden, stationierte die Neue Republik einen höheren Anteil neuerer Jäger als in Gebieten mit niedriger Priorität. So sah man zusätzliche X-Flügelschwadronen neben älteren Jägern wie dem ehrwürdigen, aber immer noch beliebten Headhunter, um die gewünschten Zahlen zu erreichen.
TEXT_UNIT_FLUFF_NR_AAI,Die Verpine-Waffen- und Sternenjäger-Manufaktur Roche Industries schloss sich mit den Mon Calamari des Planeten Dac zusammen, um eine Angriffsgruppe zu schaffen, die mit erheblicher Feuerkraft auf Bedrohungen ihrer Freiheiten reagieren konnte. Mit von Verpine entworfenen B-Flügeln, die von Mon Calamari-Schweren Raketenbooten, dem MC40a, begleitet wurden, konnte diese Angriffsgruppe jede Art von Überfällen des Imperiums oder besonders dreisten Piraten überwältigen.
TEXT_UNIT_FLUFF_NR_AAJ,Eine Gruppierung von 4 Angriffsfregatten war eine Standard-NR-Task Force, die eingesetzt wurde, um ein Ziel weg von wertvollen Orten zu verfolgen. Es wurde erwartet, dass die Sammlung von Feuerkraft, die von den 4 Angriffsfregatten dargestellt wurde, die relative Fragilität des Schiffs mehr als kompensieren würde. Diese Feuerkraft in Kombination mit ihrer Geschwindigkeit würde der Task Force ermöglichen, eine Vielzahl von Bedrohungen zu jagen und zu bekämpfen.
TEXT_UNIT_FLUFF_NR_AAK,Eine Staffel der beliebten und vielseitigen X-Flügel-Jäger, ergänzt durch neuere E-Flügel-Eskort- und Überlegenheitsjäger, die während der Thrawn-Kampagne in Dienst gestellt wurden. Anlaufprobleme mit dem Design sorgten dafür, dass die X-Flügel-Jägerlinie für die kommenden Jahrzehnte beliebter blieb.
TEXT_UNIT_FLUFF_NR_AAL,Als die Neue Republik an Größe zunahm, fand sie sich mit immer mehr Welten konfrontiert, die sie mit Jägern besetzen musste, um ihre Präsenz aufrechtzuerhalten und die Sicherheit des umliegenden Raums zu gewährleisten. Der Verteidiger-Sternenjäger wurde von der Neuen Republik weitgehend für diese Rolle entwickelt, um der NR zu ermöglichen, die veralteten Jäger zu ersetzen, auf die sie für diese Rolle angewiesen war, während gleichzeitig wertvolle moderne Jäger für den Fronteinsatz freigesetzt wurden. A9s wurden aufgrund der großen Anzahl von A9-Fabrikwelten, die unter der Kontrolle der Republik standen, und ihrer vergleichbaren Leistungsfähigkeit neben dem Verteidiger in dieser Rolle weit verbreitet eingesetzt.
TEXT_UNIT_FLUFF_NR_AAM,Obwohl der Cloakshape ursprünglich keinen Hyperantrieb hatte, besaß er eine extrem hohe Ausdauer für einen Kampfjet, was ihn äußerst geeignet machte, um modifiziert zu werden und als Jäger eingesetzt zu werden, der in der Lage ist, weite Strecken von einer Basis entfernt zu springen, um eine Mission tief im feindlichen Gebiet durchzuführen oder schnell auf einen Vorfall reagieren zu können, der weit von seiner Station entfernt ist. Diese Fähigkeit ermöglichte es ihm, als Eskorte für den ebenso ausdauernden H-Wing zu dienen, der auch in der Lage war, große Mengen an Munition auf ein einzelnes Ziel abzugeben. Obwohl er nicht schnell im Sublicht ist, ist diese Kombination in der Lage, an Orte zu gelangen, die weit von jedem erwarteten Ziel entfernt sind, extreme Zerstörung auf ein Ziel zu bringen und sich dann zurückzuziehen, bevor eine Reaktion auf die unerwartete Bedrohung mobilisiert werden kann.
TEXT_UNIT_FLUFF_NR_AAN,Elite-Raubkraftgruppen nutzen oft A-Flügler für Blitzschläge auf weiche Ziele, obwohl es herausfordernd ist, schwerere Schiffe zu finden, die Hyperraum- oder Sonnenlichtgeschwindigkeit halten können. B-Flügler/E verfügen über verbesserte Geschwindigkeit und Modularität, die es dem Schiff ermöglichen, als schwerer Kurier und Elite-Angriffseinheit eingesetzt zu werden. Obwohl er nicht auf dem gleichen Niveau wie die auf Geschwindigkeit ausgerichteten A-Flügler ist, ist die Flugleistung besser als bei anderen Optionen für Angriffsjäger und Bomber der Neuen Republik, was es ihm ermöglicht, in der Zusammensetzung besser zu funktionieren als diese Optionen.
TEXT_UNIT_FLUFF_NR_AAO,Eine kleine Taskforce neuerer Schiffe, die für kürzere Patrouillen oder als Aufklärung für eine größere Flotte vorgesehen sind. Die Modernisierungsrichtlinien der New Class begrenzen die Dauer unabhängiger Operationen im Vergleich zu anderen Schiffsverbänden, aber die betreffenden Schiffe sind kampffähiger als die meisten anderen Schiffe ihrer Größe.
TEXT_UNIT_FLUFF_NR_AAP,Nach der gleichen Doktrin wie zuvor hat die Neue Republik die alternde Nebulon-B zur moderneren Corona-Klasse-Fregatte aktualisiert. Dabei wurde die Rolle der Taskforce beibehalten, Sektoren zu patrouillieren und kleinere Gruppen zu verstärken, um sich gegen organisierte Piratenüberfälle oder geringfügige imperialistische Aggressionen zu verteidigen.
TEXT_UNIT_FLUFF_NR_AAQ,Obwohl das Quasar-Design für die Neue Republik in die Jahre gekommen ist, blieb es als Träger im Einsatz, da es eine billige und effektive Methode zum Mobilmachen von Jägergeschwadern darstellt. Allerdings begannen mit dem New-Class-Projekt Agave-Korvetten, die CR90 in Anti-Jäger- und Wachposten-Rollen zu ersetzen.
TEXT_UNIT_FLUFF_NR_AAR,Mit der Wiederherstellung der Produktion der Assault Frigate Mk 2 Schiffsreihe wurde die TOE für die Standardverfolgungsgruppe leicht bearbeitet. Die Mk 2, obwohl immer noch relativ selten in der Anzahl, gab der Streitmacht ein klobiges Zentrum, um ihre Operationen zu basieren und lieferte zusätzliche Feuerkraft, die sich auf die breite Palette großer imperialer Schiffe spezialisierte.
TEXT_UNIT_FLUFF_NR_AAS,Bevor das New Class Project in vollem Gange war, wurde der Belarus als massengefertigtes Kriegsschiff mittlerer Größe idealisiert, das in großer Zahl eingesetzt werden sollte. Allerdings wurde sein Mangel an Abdeckung durch Jäger und Fernwaffen von einigen Kommandeuren als Schwäche angesehen, die Gruppen von Belarus Kreuzern mit einem älteren Liberator kombinierten, der Jäger-Abdeckung und Fernfeuer für die Belarus Kreuzer liefern konnte, die in engere Reichweite vordrangen, um ihr Ziel mit Turbolaserfeuer zu überfluten.
